# time(1) RNAp_RNA(2) RNAp_DNA(3) DNAp_RNA(4) DNAp_DNA(5) para_RNA(6) para_DNA(7) RNAp_RNArecog(8) RNAp_DNArecog(9) RNAp_fold(10) DNAp_RNArecog(11) DNAp_DNArecog(12) DNAp_fold(13) para_fold(14) vesicle_pop(15) mean_vol(16) mean_target_vol(17) mean_repli_density(18)
3371000 28184 12876 14016 51169 26576 5956 0.373712 0.391326 0 0.0457204 0.963573 0 0 0 0 0 0 
3372000 29175 12331 13985 50127 29792 5359 0.390056 0.37615 0 0.0459421 0.962612 0 0 0 0 0 0 
3373000 31282 12867 14955 51842 31191 6141 0.389377 0.364867 0 0.0478387 0.963352 0 0 0 0 0 0 
3374000 32138 11837 12899 45017 31461 6107 0.393461 0.344409 0 0.0471478 0.963511 0 0 0 0 0 0 
3375000 30230 11418 13439 45495 31109 7033 0.395018 0.361682 0 0.0432848 0.965026 0 0 0 0 0 0 
3376000 33094 10732 12308 44218 33061 6184 0.407633 0.319626 0 0.0437748 0.964898 0 0 0 0 0 0 
3377000 32456 11339 13076 45507 33523 6097 0.404201 0.343015 0 0.0415375 0.965018 0 0 0 0 0 0 
3378000 34783 11126 13009 45198 32471 5357 0.395549 0.336236 0 0.0380313 0.965229 0 0 0 0 0 0 
3379000 29189 11905 13882 50815 30879 6163 0.375003 0.375237 0 0.0404417 0.966251 0 0 0 0 0 0 
3380000 34460 10900 12230 44867 35137 4780 0.40836 0.314548 0 0.0407638 0.967268 0 0 0 0 0 0 
3381000 30775 12478 13352 47969 27872 4925 0.380945 0.368933 0 0.0415414 0.970916 0 0 0 0 0 0 
3382000 32508 11261 12313 48430 29324 4853 0.398012 0.323037 0 0.0439006 0.968512 0 0 0 0 0 0 
3383000 29390 12256 14086 48850 32318 5518 0.371428 0.387127 0 0.0456551 0.967724 0 0 0 0 0 0 
3384000 34983 12629 14494 51196 30329 6002 0.409415 0.331521 0 0.0483265 0.964386 0 0 0 0 0 0 
3385000 33196 11978 13424 48055 25597 5894 0.390797 0.330573 0 0.0480417 0.962147 0 0 0 0 0 0 
3386000 34603 11112 13501 46838 34878 5979 0.403441 0.309042 0 0.0451234 0.962176 0 0 0 0 0 0 
3387000 38030 10202 12003 41545 37540 5312 0.422982 0.2735 0 0.0468457 0.963991 0 0 0 0 0 0 
3388000 35907 10479 12115 42579 38963 4918 0.422177 0.281737 0 0.0451837 0.963926 0 0 0 0 0 0 
3389000 28704 10428 11863 43253 32201 5444 0.392251 0.347861 0 0.0444226 0.965615 0 0 0 0 0 0 
3390000 38651 8748 10486 37280 39460 4337 0.429091 0.252489 0 0.0428172 0.962793 0 0 0 0 0 0 
3391000 33312 9077 10238 37156 37457 4065 0.420697 0.278366 0 0.0420146 0.962946 0 0 0 0 0 0 
3392000 24313 10467 11856 41030 31134 4024 0.368028 0.398886 0 0.0406423 0.963133 0 0 0 0 0 0 
3393000 27016 11492 13109 47244 31056 4837 0.3711 0.399483 0 0.0409643 0.964092 0 0 0 0 0 0 
3394000 29565 12966 14297 52388 25868 4750 0.393657 0.383762 0 0.0402586 0.966237 0 0 0 0 0 0 
3395000 27354 11661 13609 50847 30786 5054 0.383275 0.384098 0 0.0383495 0.965854 0 0 0 0 0 0 
3396000 33150 11057 12247 45483 34471 4048 0.402127 0.317063 0 0.0387048 0.966362 0 0 0 0 0 0 
3397000 31696 11911 13852 50184 33255 5119 0.38571 0.366012 0 0.0414669 0.968507 0 0 0 0 0 0 
3398000 31071 11130 12775 46839 27227 5700 0.409839 0.349326 0 0.0426308 0.967246 0 0 0 0 0 0 
3399000 27415 12302 13730 51007 29444 6825 0.374286 0.403188 0 0.042475 0.966397 0 0 0 0 0 0 
3400000 33032 11686 13633 47496 33277 7223 0.405402 0.346121 0 0.0435693 0.966699 0 0 0 0 0 0 
3401000 28963 13100 15026 52672 29238 6388 0.384613 0.422142 0 0.0473003 0.968412 0 0 0 0 0 0 
3402000 31155 13861 16224 57231 26667 6513 0.393272 0.394159 0 0.0466342 0.969623 0 0 0 0 0 0 
3403000 32489 13632 15359 54276 24591 5570 0.396731 0.383357 0 0.0449797 0.970974 0 0 0 0 0 0 
3404000 26093 14003 15258 57385 21252 6861 0.380582 0.42192 0 0.0467784 0.969868 0 0 0 0 0 0 
3405000 39532 12749 15133 50951 24063 5223 0.42921 0.332263 0 0.0449293 0.967085 0 0 0 0 0 0 
3406000 32147 13133 14851 55892 25522 6347 0.418402 0.36318 0 0.0442598 0.965452 0 0 0 0 0 0 
3407000 30317 12927 14861 52772 25732 6410 0.406898 0.392317 0 0.0450973 0.964905 0 0 0 0 0 0 
3408000 31762 13070 14604 52910 27157 6559 0.410171 0.373352 0 0.0473097 0.966625 0 0 0 0 0 0 
3409000 26783 13832 15577 57019 23600 6103 0.383163 0.437158 0 0.0497665 0.967337 0 0 0 0 0 0 
3410000 30304 13264 15331 54320 27842 5499 0.409973 0.396593 0 0.0509744 0.967539 0 0 0 0 0 0 
3411000 35767 13208 14902 52231 25077 5708 0.426197 0.358604 0 0.0485138 0.969493 0 0 0 0 0 0 
3412000 32045 12975 15024 52610 27761 7093 0.420805 0.367492 0 0.0476405 0.96954 0 0 0 0 0 0 
3413000 28117 11549 12351 46138 30824 5953 0.412957 0.372004 0 0.0534314 0.969672 0 0 0 0 0 0 
3414000 31607 11393 12994 44479 31650 6092 0.428529 0.3465 0 0.0521737 0.968789 0 0 0 0 0 0 
3415000 33709 10790 13573 45706 33922 6455 0.4621 0.333552 0 0.0514974 0.969606 0 0 0 0 0 0 
3416000 30192 11254 13371 46432 33307 5624 0.440221 0.352065 0 0.0514086 0.970805 0 0 0 0 0 0 
3417000 31057 10750 12773 44934 30400 6569 0.434704 0.349896 0 0.0573023 0.968166 0 0 0 0 0 0 
3418000 37559 10254 12523 42503 39423 5853 0.454582 0.295182 0 0.0544012 0.969135 0 0 0 0 0 0 
3419000 34095 10622 11947 41626 37148 5033 0.438975 0.322008 0 0.0486432 0.970543 0 0 0 0 0 0 
3420000 33879 11191 13240 46499 33922 4977 0.435333 0.326615 0 0.0488419 0.96835 0 0 0 0 0 0 
3421000 27260 12095 12860 46239 31267 5545 0.379279 0.395068 0 0.0488208 0.967346 0 0 0 0 0 0 
3422000 32819 11631 13142 47294 32250 5095 0.403323 0.342946 0 0.0501259 0.969313 0 0 0 0 0 0 
3423000 38032 11491 13707 45586 32830 5012 0.425302 0.30681 0 0.0533388 0.970215 0 0 0 0 0 0 
3424000 37383 11874 13635 45807 28780 5856 0.411727 0.311696 0 0.0552732 0.971688 0 0 0 0 0 0 
3425000 28360 11177 12736 45844 29947 6569 0.397952 0.370467 0 0.0496195 0.973497 0 0 0 0 0 0 
3426000 29948 11702 13583 48384 32305 6471 0.380004 0.370816 0 0.0453908 0.972957 0 0 0 0 0 0 
3427000 37085 10478 12496 43574 31426 5608 0.412194 0.29898 0 0.0457212 0.969938 0 0 0 0 0 0 
3428000 35540 9722 12208 42663 33278 5473 0.42481 0.282596 0 0.0444675 0.968479 0 0 0 0 0 0 
3429000 36039 9133 10756 37905 36661 4253 0.426879 0.268466 0 0.0404684 0.969296 0 0 0 0 0 0 
3430000 32557 7794 9063 34416 35013 4243 0.436176 0.252472 0 0.0411171 0.968091 0 0 0 0 0 0 
3431000 36409 9575 10796 39221 34131 4137 0.424945 0.280826 0 0.0404811 0.970655 0 0 0 0 0 0 
3432000 35970 9739 11350 39742 35817 4280 0.411531 0.286114 0 0.0404473 0.967059 0 0 0 0 0 0 
3433000 29351 10592 12156 44875 34501 3960 0.399039 0.340261 0 0.039975 0.965867 0 0 0 0 0 0 
3434000 34254 9033 11013 41325 37448 4299 0.429697 0.276064 0 0.0425547 0.968297 0 0 0 0 0 0 
3435000 30723 8854 10641 38967 38302 4784 0.429272 0.294426 0 0.0443387 0.966968 0 0 0 0 0 0 
3436000 34826 8954 10903 35779 34905 4895 0.422663 0.296216 0 0.0481284 0.965458 0 0 0 0 0 0 
3437000 42045 9130 10543 37010 36966 5680 0.456375 0.239191 0 0.0484366 0.965266 0 0 0 0 0 0 
3438000 25895 10743 10765 39517 27781 5806 0.398388 0.338196 0 0.0508219 0.966854 0 0 0 0 0 0 
3439000 31643 11096 11801 41093 35595 6412 0.402733 0.328271 0 0.049339 0.966593 0 0 0 0 0 0 
3440000 36291 10433 11507 40283 39016 5016 0.427491 0.293377 0 0.0493182 0.964648 0 0 0 0 0 0 
3441000 27833 11515 12223 45389 32109 5903 0.387608 0.353167 0 0.050403 0.965679 0 0 0 0 0 0 
3442000 36082 10641 11639 40495 32639 4808 0.410826 0.297555 0 0.0528967 0.967702 0 0 0 0 0 0 
3443000 32504 9744 10728 37358 35911 4575 0.4267 0.291588 0 0.0526207 0.968647 0 0 0 0 0 0 
3444000 32499 9514 10848 38215 34289 4903 0.412499 0.291494 0 0.0550098 0.96695 0 0 0 0 0 0 
3445000 31547 11533 12230 43030 34809 5440 0.385568 0.343713 0 0.054962 0.966329 0 0 0 0 0 0 
3446000 32610 10957 11613 42142 32326 5228 0.404734 0.317817 0 0.0562846 0.967027 0 0 0 0 0 0 
3447000 34694 11217 12109 44865 31240 5184 0.412048 0.29239 0 0.0534092 0.966405 0 0 0 0 0 0 
3448000 31361 12491 12574 43028 34120 4914 0.384189 0.345424 0 0.0510108 0.966016 0 0 0 0 0 0 
3449000 24734 14953 15317 54986 23936 6302 0.337264 0.461935 0 0.0541162 0.96562 0 0 0 0 0 0 
3450000 33627 13686 14561 52789 27406 5564 0.387184 0.361087 0 0.0522203 0.966585 0 0 0 0 0 0 
3451000 34031 13228 14280 51108 27215 5492 0.397724 0.350368 0 0.0538731 0.966876 0 0 0 0 0 0 
3452000 30923 12449 13337 50822 28223 5470 0.399134 0.352691 0 0.0533377 0.96882 0 0 0 0 0 0 
3453000 35911 12961 13586 48157 31346 4068 0.404198 0.331513 0 0.0532855 0.967217 0 0 0 0 0 0 
3454000 31259 13741 14391 53526 26005 4895 0.378965 0.378164 0 0.0524389 0.968604 0 0 0 0 0 0 
3455000 23549 13229 13918 54520 20528 5106 0.365676 0.430572 0 0.0512862 0.968283 0 0 0 0 0 0 
3456000 34593 13844 14040 51708 25818 4566 0.392237 0.34947 0 0.0507594 0.968025 0 0 0 0 0 0 
3457000 31644 14329 14986 54186 27120 4671 0.377897 0.381507 0 0.0531607 0.966922 0 0 0 0 0 0 
3458000 32088 14544 14636 52877 24653 4787 0.381787 0.38717 0 0.0540131 0.968362 0 0 0 0 0 0 
3459000 29343 14295 15141 55901 26298 4352 0.380925 0.391917 0 0.0559576 0.969187 0 0 0 0 0 0 
3460000 34786 14354 14957 55011 29351 5061 0.389068 0.360167 0 0.0564071 0.969997 0 0 0 0 0 0 
3461000 29534 11957 12650 47833 29070 4538 0.394249 0.362431 0 0.058204 0.970983 0 0 0 0 0 0 
3462000 29150 13019 13563 49490 28362 5226 0.38285 0.38122 0 0.0588562 0.971351 0 0 0 0 0 0 
3463000 28982 11481 12479 47742 31278 5382 0.401963 0.366114 0 0.0619011 0.971449 0 0 0 0 0 0 
3464000 34345 12474 13322 49109 30717 4620 0.406505 0.34246 0 0.064498 0.968211 0 0 0 0 0 0 
3465000 33407 13340 13730 50046 29704 4465 0.394305 0.35609 0 0.0626094 0.967821 0 0 0 0 0 0 
3466000 31877 12734 12743 48428 26089 4175 0.399944 0.341249 0 0.0574851 0.96798 0 0 0 0 0 0 
3467000 33266 13137 13398 48202 26540 4975 0.395174 0.355561 0 0.0518175 0.967518 0 0 0 0 0 0 
3468000 34545 12123 12260 44913 33965 5200 0.414445 0.312911 0 0.0531053 0.965883 0 0 0 0 0 0 
3469000 32834 12051 12852 46832 33194 5953 0.404742 0.331258 0 0.0542909 0.969525 0 0 0 0 0 0 
3470000 32743 11614 12393 45621 32699 5419 0.406003 0.32381 0 0.0540416 0.971184 0 0 0 0 0 0 
3471000 39137 11963 12987 46338 31724 6312 0.417344 0.287005 0 0.0576635 0.968487 0 0 0 0 0 0 
3472000 35325 10059 10604 37672 35550 5870 0.424676 0.276205 0 0.0638798 0.969746 0 0 0 0 0 0 
3473000 32751 9650 10407 35853 39532 5719 0.421817 0.296193 0 0.0627275 0.968175 0 0 0 0 0 0 
3474000 30001 9313 10095 37406 34542 5774 0.418722 0.298183 0 0.0578225 0.968291 0 0 0 0 0 0 
3475000 32138 9706 10507 36983 33347 4880 0.42509 0.307328 0 0.0581033 0.967552 0 0 0 0 0 0 
3476000 28638 10229 10811 39710 31718 4943 0.413738 0.321967 0 0.0565669 0.967913 0 0 0 0 0 0 
3477000 28398 11124 11889 43962 33205 4299 0.389148 0.358559 0 0.0537524 0.967997 0 0 0 0 0 0 
3478000 28379 11093 11912 45533 33703 4979 0.389375 0.349513 0 0.0508952 0.968737 0 0 0 0 0 0 
3479000 36219 11274 13128 45149 30718 5327 0.409813 0.322299 0 0.0461446 0.971085 0 0 0 0 0 0 
3480000 38494 12292 13558 47598 33292 5557 0.421564 0.314327 0 0.050088 0.970633 0 0 0 0 0 0 
3481000 28265 11172 11724 43184 27347 5365 0.383431 0.350504 0 0.0520058 0.969889 0 0 0 0 0 0 
3482000 33307 10875 11861 43432 33841 5030 0.400127 0.321169 0 0.0537551 0.969224 0 0 0 0 0 0 
3483000 32027 10102 11000 40772 31769 5343 0.414019 0.3203 0 0.0587215 0.969925 0 0 0 0 0 0 
3484000 32272 11496 11957 40896 30446 5265 0.407704 0.331843 0 0.0592949 0.970788 0 0 0 0 0 0 
3485000 35949 11729 12872 44790 33668 5447 0.415079 0.313541 0 0.0603279 0.971069 0 0 0 0 0 0 
3486000 28917 12534 13345 48570 33623 5413 0.378495 0.376782 0 0.059314 0.972109 0 0 0 0 0 0 
3487000 30926 11012 11482 43768 31811 5172 0.402552 0.329588 0 0.0601212 0.973159 0 0 0 0 0 0 
3488000 32192 11124 11935 41524 30840 5214 0.412549 0.328836 0 0.0607143 0.971688 0 0 0 0 0 0 
3489000 28733 11588 12924 45901 33004 6650 0.404538 0.351518 0 0.062941 0.969597 0 0 0 0 0 0 
3490000 33915 12406 12688 45684 34971 5792 0.400161 0.326657 0 0.06073 0.968611 0 0 0 0 0 0 
3491000 33354 11981 12064 41784 34652 5430 0.406934 0.316686 0 0.0565745 0.968281 0 0 0 0 0 0 
3492000 33366 11923 12319 45098 29696 5949 0.389626 0.334323 0 0.055086 0.96992 0 0 0 0 0 0 
3493000 35698 12082 12966 43895 34201 5981 0.401899 0.318875 0 0.057103 0.970344 0 0 0 0 0 0 
3494000 32227 11616 11887 42009 35940 6323 0.398079 0.332799 0 0.0581327 0.9693 0 0 0 0 0 0 
3495000 32008 12247 12443 42639 33975 6720 0.390157 0.354231 0 0.0589374 0.969541 0 0 0 0 0 0 
3496000 28966 13356 13120 46494 30687 6568 0.368378 0.377753 0 0.056695 0.971494 0 0 0 0 0 0 
3497000 28821 13958 13961 51358 28182 6370 0.357078 0.400222 0 0.0569361 0.971292 0 0 0 0 0 0 
3498000 27888 14553 14470 53930 21826 6467 0.339911 0.417788 0 0.0560519 0.97109 0 0 0 0 0 0 
3499000 29840 12785 12906 48188 28663 5824 0.366602 0.362058 0 0.05421 0.970325 0 0 0 0 0 0 
3500000 34785 12221 12647 45361 28279 6347 0.379921 0.32142 0 0.0546213 0.970218 0 0 0 0 0 0 
3501000 33045 12478 12510 45832 29706 5602 0.374296 0.332987 0 0.0537415 0.970076 0 0 0 0 0 0 
3502000 28299 10573 10750 42044 31654 5855 0.379 0.330573 0 0.0553696 0.970604 0 0 0 0 0 0 
3503000 33701 11258 11729 42011 35716 5866 0.385665 0.318658 0 0.0566639 0.970366 0 0 0 0 0 0 
3504000 37331 11868 12630 43499 34946 5299 0.395907 0.306367 0 0.0597699 0.969882 0 0 0 0 0 0 
3505000 39376 12654 12796 44891 37324 5561 0.40515 0.296053 0 0.0606879 0.970963 0 0 0 0 0 0 
3506000 33221 11443 11494 41582 33058 5515 0.399798 0.316066 0 0.0627018 0.970757 0 0 0 0 0 0 
3507000 32185 10608 10540 39565 34639 4772 0.405858 0.302553 0 0.0600733 0.973166 0 0 0 0 0 0 
3508000 35524 11764 12711 45218 30905 5626 0.400239 0.312228 0 0.0605278 0.97235 0 0 0 0 0 0 
3509000 31010 12141 12813 46970 31567 5443 0.389786 0.341324 0 0.0597479 0.972042 0 0 0 0 0 0 
3510000 34901 11623 13416 46846 34012 5247 0.392307 0.321944 0 0.0627815 0.971682 0 0 0 0 0 0 
3511000 26062 12443 13029 48914 27856 6282 0.350428 0.394772 0 0.0626648 0.970644 0 0 0 0 0 0 
3512000 29608 12648 13477 49177 32347 6425 0.358853 0.376926 0 0.06244 0.971201 0 0 0 0 0 0 
3513000 30568 12591 13610 50259 30666 7017 0.362439 0.361468 0 0.0594809 0.972328 0 0 0 0 0 0 
3514000 30962 12897 13624 47607 27364 6657 0.355887 0.375587 0 0.0556296 0.972204 0 0 0 0 0 0 
3515000 32032 14080 14909 52900 27419 6720 0.34236 0.389323 0 0.055021 0.971182 0 0 0 0 0 0 
3516000 39219 15141 16411 56522 24076 6242 0.354991 0.362879 0 0.0537947 0.970297 0 0 0 0 0 0 
3517000 28459 15696 16642 60067 19087 6393 0.31747 0.43363 0 0.0532209 0.969741 0 0 0 0 0 0 
3518000 23201 16329 16820 62535 18086 6916 0.292984 0.497378 0 0.0557763 0.968943 0 0 0 0 0 0 
3519000 28190 15634 16471 61024 21218 6191 0.328668 0.438238 0 0.0527824 0.97014 0 0 0 0 0 0 
3520000 38317 13782 15118 52101 29430 5622 0.383747 0.339102 0 0.0492941 0.970131 0 0 0 0 0 0 
3521000 29602 12050 13844 51187 29311 5354 0.365813 0.374872 0 0.0457406 0.969807 0 0 0 0 0 0 
3522000 29305 13631 14706 51511 25488 6030 0.346436 0.40972 0 0.0448425 0.969446 0 0 0 0 0 0 
3523000 34790 13934 15298 55053 23900 5658 0.365178 0.361214 0 0.0453091 0.969795 0 0 0 0 0 0 
3524000 33821 14018 16079 57962 23674 6558 0.372882 0.380412 0 0.043578 0.971146 0 0 0 0 0 0 
3525000 32327 11981 13493 50663 29711 5771 0.382176 0.34502 0 0.0438915 0.971835 0 0 0 0 0 0 
3526000 34233 11710 13578 45062 27854 4973 0.389298 0.334105 0 0.0422789 0.968867 0 0 0 0 0 0 
3527000 35767 12661 14558 49710 26721 6183 0.388243 0.350511 0 0.04295 0.970338 0 0 0 0 0 0 
3528000 31916 11281 12868 48262 31156 5608 0.38205 0.34088 0 0.0448628 0.970314 0 0 0 0 0 0 
3529000 32285 11290 13130 47668 27618 6521 0.371138 0.353478 0 0.0459783 0.969323 0 0 0 0 0 0 
3530000 27724 12466 14012 51246 26755 6614 0.353469 0.395811 0 0.0501044 0.969753 0 0 0 0 0 0 
3531000 33728 12604 13962 49131 29017 5880 0.36728 0.348712 0 0.0519755 0.970308 0 0 0 0 0 0 
3532000 37226 13070 14710 50751 28017 5697 0.373043 0.343649 0 0.0534798 0.971937 0 0 0 0 0 0 
3533000 35177 12038 13246 48927 25406 6259 0.376457 0.323089 0 0.0495433 0.969312 0 0 0 0 0 0 
3534000 30921 11798 13184 49033 30185 6357 0.368422 0.34671 0 0.0499481 0.969132 0 0 0 0 0 0 
3535000 32766 11565 12731 45637 28330 5958 0.378262 0.330523 0 0.0519757 0.971422 0 0 0 0 0 0 
3536000 32977 11438 12740 44835 32422 5960 0.383496 0.32639 0 0.0488138 0.971068 0 0 0 0 0 0 
3537000 41193 10848 12597 45473 35370 5403 0.424099 0.263252 0 0.0504981 0.968654 0 0 0 0 0 0 
3538000 34409 10401 11667 42072 34968 5774 0.400754 0.295365 0 0.0524384 0.968644 0 0 0 0 0 0 
3539000 31361 10470 12017 40547 36687 5914 0.381662 0.32921 0 0.0535364 0.96942 0 0 0 0 0 0 
3540000 30084 11237 12237 44777 32025 6830 0.374352 0.342932 0 0.0544357 0.968369 0 0 0 0 0 0 
3541000 30444 11381 12250 44373 30263 5997 0.368812 0.344815 0 0.0530463 0.969484 0 0 0 0 0 0 
3542000 37965 11352 13084 45557 32112 5673 0.400895 0.303062 0 0.0548904 0.968464 0 0 0 0 0 0 
3543000 30121 11025 12180 43241 29184 6008 0.376939 0.349803 0 0.0547802 0.968152 0 0 0 0 0 0 
3544000 31337 10876 12326 44766 35921 5695 0.369878 0.336047 0 0.0566364 0.967631 0 0 0 0 0 0 
3545000 33103 11429 12598 45085 29759 5428 0.376976 0.336677 0 0.0508515 0.968402 0 0 0 0 0 0 
3546000 32327 11420 13180 48092 28653 5514 0.368094 0.34148 0 0.0469054 0.969428 0 0 0 0 0 0 
3547000 41273 11613 13517 44542 33288 6328 0.398217 0.307353 0 0.0468648 0.968963 0 0 0 0 0 0 
3548000 28184 14057 15387 53154 28071 7019 0.329617 0.425607 0 0.0460527 0.968504 0 0 0 0 0 0 
3549000 25878 14098 15259 54394 26411 6430 0.324079 0.447655 0 0.048064 0.969859 0 0 0 0 0 0 
3550000 33731 13007 14703 51721 27320 5749 0.377049 0.366571 0 0.0494417 0.970941 0 0 0 0 0 0 
3551000 33260 12454 13916 49832 28267 4889 0.38639 0.346096 0 0.0462365 0.971742 0 0 0 0 0 0 
3552000 36279 11985 14024 50622 28384 5820 0.400394 0.323665 0 0.0460401 0.972451 0 0 0 0 0 0 
3553000 31301 12706 13870 50097 30363 6007 0.365323 0.366261 0 0.0513079 0.971406 0 0 0 0 0 0 
3554000 37284 11237 13026 44413 30255 5184 0.396757 0.296416 0 0.0509729 0.970828 0 0 0 0 0 0 
3555000 28042 12035 13142 47368 28286 5666 0.367796 0.380819 0 0.0487069 0.969516 0 0 0 0 0 0 
3556000 37408 11690 12850 45640 33847 4763 0.397575 0.301791 0 0.052318 0.970843 0 0 0 0 0 0 
3557000 29971 14039 14962 52130 28096 5630 0.333258 0.403376 0 0.0505393 0.973787 0 0 0 0 0 0 
3558000 36693 12506 13852 48984 30058 5995 0.404293 0.322432 0 0.0508159 0.973494 0 0 0 0 0 0 
3559000 32390 12819 13964 48229 29180 6950 0.371533 0.351084 0 0.0511712 0.973657 0 0 0 0 0 0 
3560000 36531 11361 12643 44788 34924 5575 0.404063 0.299485 0 0.0497244 0.974219 0 0 0 0 0 0 
3561000 27952 12635 13215 50270 26911 6159 0.349429 0.384876 0 0.0500548 0.97217 0 0 0 0 0 0 
3562000 28556 12479 13166 47075 29888 5429 0.361645 0.388238 0 0.0496546 0.97163 0 0 0 0 0 0 
3563000 27981 12937 14044 51636 27765 5990 0.354624 0.411899 0 0.0475764 0.97119 0 0 0 0 0 0 
3564000 32707 14136 14785 52710 27187 6900 0.367732 0.381071 0 0.0521156 0.969404 0 0 0 0 0 0 
3565000 31111 13874 14834 51398 26533 6090 0.373542 0.39315 0 0.051004 0.970626 0 0 0 0 0 0 
3566000 27171 13718 15056 53898 27952 6407 0.348032 0.434393 0 0.0488097 0.971347 0 0 0 0 0 0 
3567000 24905 17198 18316 64776 20101 6330 0.291211 0.52401 0 0.052778 0.971284 0 0 0 0 0 0 
3568000 23810 16129 16890 64843 16069 7074 0.298562 0.515165 0 0.0523362 0.972517 0 0 0 0 0 0 
3569000 26061 15692 16536 61215 20477 5614 0.321658 0.466359 0 0.0501653 0.970613 0 0 0 0 0 0 
3570000 30071 14814 15034 56909 23958 4995 0.356743 0.414683 0 0.0512435 0.969032 0 0 0 0 0 0 
3571000 33481 15116 16562 59113 21380 4689 0.358954 0.393412 0 0.0514103 0.969421 0 0 0 0 0 0 
3572000 30359 14699 15197 57036 22675 5517 0.346119 0.392634 0 0.0516561 0.970319 0 0 0 0 0 0 
3573000 36359 13075 14321 50100 28353 5030 0.372716 0.335652 0 0.0500441 0.970042 0 0 0 0 0 0 
3574000 33008 13271 14904 52769 24587 5587 0.365831 0.361795 0 0.0502466 0.968412 0 0 0 0 0 0 
3575000 32347 13746 15241 52684 24962 5449 0.355492 0.369585 0 0.0484426 0.970055 0 0 0 0 0 0 
3576000 33035 14249 15455 54687 26394 5479 0.343763 0.378307 0 0.0482072 0.969904 0 0 0 0 0 0 
3577000 24482 13539 14137 53964 24194 5440 0.314826 0.433467 0 0.0449692 0.969932 0 0 0 0 0 0 
3578000 31458 12535 13682 51617 29501 5205 0.360011 0.356421 0 0.0477959 0.969467 0 0 0 0 0 0 
3579000 29268 11804 12808 46743 30168 5641 0.368857 0.361749 0 0.0495679 0.969107 0 0 0 0 0 0 
3580000 33230 12610 12979 45430 30436 5023 0.374768 0.345553 0 0.0474219 0.968929 0 0 0 0 0 0 
3581000 33278 10973 12064 43984 34008 5749 0.390952 0.31716 0 0.0474597 0.969034 0 0 0 0 0 0 
3582000 38314 10692 11863 42443 33691 4717 0.396579 0.287971 0 0.045605 0.970856 0 0 0 0 0 0 
3583000 37345 10669 11711 39973 34991 4740 0.402849 0.282689 0 0.0457514 0.972467 0 0 0 0 0 0 
3584000 33049 10167 10597 39748 34789 4190 0.398169 0.29099 0 0.0480386 0.973253 0 0 0 0 0 0 
3585000 33406 10262 11568 40351 35055 5263 0.387561 0.304461 0 0.0488043 0.972264 0 0 0 0 0 0 
3586000 33295 10276 11087 39183 36597 5117 0.384809 0.299286 0 0.0497087 0.970495 0 0 0 0 0 0 
3587000 32072 11473 11777 44943 33324 5173 0.367166 0.327881 0 0.0460417 0.97035 0 0 0 0 0 0 
3588000 30953 12293 13440 48706 28540 4818 0.347705 0.373606 0 0.0476265 0.967603 0 0 0 0 0 0 
3589000 27347 13171 13774 50737 23876 5571 0.332248 0.404666 0 0.0486631 0.969843 0 0 0 0 0 0 
3590000 30015 13580 14567 52550 28370 5211 0.329206 0.390474 0 0.0492031 0.968224 0 0 0 0 0 0 
3591000 29160 14937 15560 57898 23681 4393 0.311329 0.420268 0 0.0494556 0.96939 0 0 0 0 0 0 
3592000 27140 14588 14829 57832 21819 4174 0.308511 0.423333 0 0.0484919 0.970062 0 0 0 0 0 0 
3593000 34528 13539 13790 52046 26774 4178 0.344195 0.349128 0 0.0461849 0.970821 0 0 0 0 0 0 
3594000 28399 14563 14199 53651 24827 4717 0.325204 0.405931 0 0.0457166 0.971514 0 0 0 0 0 0 
3595000 34127 15058 15225 54964 25381 4624 0.34349 0.366842 0 0.0471271 0.971638 0 0 0 0 0 0 
3596000 28243 14528 14830 54482 27102 5472 0.323135 0.402148 0 0.0476612 0.972684 0 0 0 0 0 0 
3597000 36945 12679 13777 50769 25537 5056 0.367418 0.315634 0 0.0473747 0.97069 0 0 0 0 0 0 
3598000 41775 11855 13213 47868 33577 4115 0.395371 0.268577 0 0.0470882 0.971181 0 0 0 0 0 0 
3599000 42734 12053 13304 48647 31633 4318 0.392131 0.274245 0 0.0477098 0.97077 0 0 0 0 0 0 
3600000 33982 11498 12397 45556 28135 4564 0.373059 0.311107 0 0.0502993 0.970644 0 0 0 0 0 0 
3601000 31285 11494 12012 43813 30508 4690 0.370381 0.323103 0 0.0505382 0.969191 0 0 0 0 0 0 
3602000 34377 11146 11430 43020 31345 4439 0.374619 0.3035 0 0.0503281 0.96951 0 0 0 0 0 0 
3603000 34790 10142 10737 41867 32772 4175 0.384605 0.276315 0 0.048425 0.969505 0 0 0 0 0 0 
3604000 28054 10808 11239 41431 33641 3894 0.345849 0.344953 0 0.0490259 0.969171 0 0 0 0 0 0 
3605000 32395 11357 11896 42721 32340 4715 0.364216 0.326321 0 0.0504602 0.969301 0 0 0 0 0 0 
3606000 44364 11215 13068 45762 34603 4665 0.401719 0.258908 0 0.0498927 0.968725 0 0 0 0 0 0 
3607000 38868 9903 10771 38132 38679 4200 0.407476 0.253669 0 0.0477956 0.969688 0 0 0 0 0 0 
3608000 36587 9340 11289 38994 37851 4472 0.406956 0.258692 0 0.0458203 0.970989 0 0 0 0 0 0 
