# time(1) RNAp_RNA(2) RNAp_DNA(3) DNAp_RNA(4) DNAp_DNA(5) para_RNA(6) para_DNA(7) RNAp_RNArecog(8) RNAp_DNArecog(9) RNAp_fold(10) DNAp_RNArecog(11) DNAp_DNArecog(12) DNAp_fold(13) para_fold(14) vesicle_pop(15) mean_vol(16) mean_target_vol(17) mean_repli_density(18)
798000 28503 12295 14108 50718 30728 5269 0.373713 0.384482 0 0.0418843 0.967318 0 0 0 0 0 0 
799000 33673 11832 13784 47676 30488 4784 0.385084 0.344313 0 0.0422944 0.966569 0 0 0 0 0 0 
800000 37429 11879 13446 46860 30032 4850 0.411288 0.319475 0 0.0416238 0.969125 0 0 0 0 0 0 
801000 31686 11054 12793 46918 27324 4459 0.387219 0.338716 0 0.0421894 0.967099 0 0 0 0 0 0 
802000 27632 13665 15228 56328 28611 4624 0.348001 0.421075 0 0.0445687 0.968884 0 0 0 0 0 0 
803000 28869 13968 15723 59849 21216 5185 0.357395 0.416081 0 0.0466309 0.969503 0 0 0 0 0 0 
804000 28610 15798 16970 61024 18971 5779 0.331296 0.443289 0 0.0470798 0.970162 0 0 0 0 0 0 
805000 38261 12909 15301 53346 28693 5705 0.424946 0.321619 0 0.0467223 0.969524 0 0 0 0 0 0 
806000 38687 12967 15021 50222 34031 4939 0.427695 0.328575 0 0.0491776 0.969584 0 0 0 0 0 0 
807000 27764 15562 16496 56868 23312 6309 0.346195 0.452381 0 0.0512076 0.969981 0 0 0 0 0 0 
808000 31427 14580 16633 57258 29114 7352 0.380307 0.398031 0 0.0500121 0.969367 0 0 0 0 0 0 
809000 29015 14269 16547 56239 24764 6737 0.339018 0.432536 0 0.0506282 0.968015 0 0 0 0 0 0 
810000 26229 14534 15812 56656 22706 6995 0.326521 0.453918 0 0.0492887 0.968033 0 0 0 0 0 0 
811000 28312 15903 17132 62495 22050 6935 0.323165 0.457347 0 0.050772 0.969212 0 0 0 0 0 0 
812000 19758 15755 17288 62887 18416 6817 0.25453 0.574246 0 0.0488984 0.969294 0 0 0 0 0 0 
813000 33282 15130 17176 61457 22379 6257 0.358442 0.399099 0 0.0517098 0.96909 0 0 0 0 0 0 
814000 35678 14094 15352 55806 23940 5573 0.376964 0.355621 0 0.0516602 0.968489 0 0 0 0 0 0 
815000 33320 12135 13416 48963 34022 4839 0.397066 0.329152 0 0.05161 0.968554 0 0 0 0 0 0 
816000 35086 11038 12329 42315 36121 5821 0.406889 0.309091 0 0.0537447 0.967904 0 0 0 0 0 0 
817000 31839 12548 12909 46560 37020 6549 0.377613 0.352529 0 0.053572 0.969147 0 0 0 0 0 0 
818000 30315 11925 13023 46340 30951 5666 0.374054 0.367738 0 0.0539861 0.970358 0 0 0 0 0 0 
819000 39159 12086 13488 46928 31196 6120 0.40873 0.301887 0 0.0529789 0.968148 0 0 0 0 0 0 
820000 31591 11224 11994 42027 30621 5148 0.38304 0.345763 0 0.0534349 0.967983 0 0 0 0 0 0 
821000 29478 12337 13464 47750 26922 5894 0.358936 0.37932 0 0.0569155 0.968783 0 0 0 0 0 0 
822000 29668 12961 13949 49850 29873 6758 0.363183 0.388674 0 0.0589893 0.970039 0 0 0 0 0 0 
823000 29001 13890 15489 54790 26472 6894 0.356615 0.421692 0 0.0582237 0.96861 0 0 0 0 0 0 
824000 27143 13969 15578 55211 26005 7851 0.345929 0.435711 0 0.062699 0.967806 0 0 0 0 0 0 
825000 30090 14100 15393 54699 23918 7497 0.357753 0.407031 0 0.058712 0.967454 0 0 0 0 0 0 
826000 28596 15154 16520 58155 23895 7499 0.351187 0.429919 0 0.0594272 0.968249 0 0 0 0 0 0 
827000 36917 12604 14687 50450 27183 6618 0.386351 0.335362 0 0.0576001 0.967985 0 0 0 0 0 0 
828000 29998 12743 13691 47950 30274 6798 0.363365 0.372846 0 0.058707 0.966644 0 0 0 0 0 0 
829000 26307 11851 12746 47388 26179 6534 0.357919 0.385837 0 0.0583547 0.968642 0 0 0 0 0 0 
830000 30621 14373 15819 53520 29082 6790 0.346929 0.416253 0 0.057816 0.96912 0 0 0 0 0 0 
831000 32983 13798 14942 53324 28399 7988 0.364216 0.36881 0 0.0575097 0.970389 0 0 0 0 0 0 
832000 29558 12155 13747 49991 28729 6969 0.372169 0.367004 0 0.0597361 0.967438 0 0 0 0 0 0 
833000 24935 11363 11987 44487 29573 6587 0.355923 0.392403 0 0.0620977 0.966894 0 0 0 0 0 0 
834000 37835 12260 13709 49130 29949 6446 0.391088 0.332058 0 0.0634903 0.969035 0 0 0 0 0 0 
835000 34405 11307 12657 41907 36444 6066 0.401382 0.312087 0 0.0572743 0.96789 0 0 0 0 0 0 
836000 28785 12983 13486 45817 33703 6120 0.362604 0.384332 0 0.0548601 0.969711 0 0 0 0 0 0 
837000 31551 12124 13599 46889 32005 6674 0.388874 0.368261 0 0.0587748 0.969976 0 0 0 0 0 0 
838000 25994 11900 13350 49329 27447 6199 0.368379 0.412732 0 0.0586951 0.970589 0 0 0 0 0 0 
839000 27462 14748 15876 56966 23169 6319 0.359983 0.456796 0 0.0559019 0.970755 0 0 0 0 0 0 
840000 24304 15632 16768 60417 21666 6764 0.336603 0.496303 0 0.056365 0.970354 0 0 0 0 0 0 
841000 28405 15403 17078 61243 23837 6598 0.351866 0.452799 0 0.0544498 0.970799 0 0 0 0 0 0 
842000 30618 14435 15751 57364 22952 6625 0.377662 0.40157 0 0.0581782 0.970755 0 0 0 0 0 0 
843000 42483 14559 17046 55432 27457 6510 0.423396 0.332704 0 0.0582566 0.969055 0 0 0 0 0 0 
844000 33731 12714 14218 50192 29709 6676 0.426317 0.336863 0 0.0568163 0.969668 0 0 0 0 0 0 
845000 27184 10856 12436 45874 29821 6118 0.402252 0.378343 0 0.0540325 0.970035 0 0 0 0 0 0 
846000 32821 10749 11932 43742 31664 5129 0.432275 0.322706 0 0.0539702 0.971563 0 0 0 0 0 0 
847000 32206 11868 13284 44432 33057 5673 0.43867 0.341522 0 0.0559586 0.970938 0 0 0 0 0 0 
848000 25986 11347 12470 49666 29129 5632 0.391102 0.391069 0 0.0497688 0.970186 0 0 0 0 0 0 
849000 33707 11291 13215 46674 30760 6050 0.409021 0.340137 0 0.0474145 0.970048 0 0 0 0 0 0 
850000 35355 10781 12409 43404 32176 5860 0.424082 0.324936 0 0.0480953 0.972371 0 0 0 0 0 0 
851000 36026 11824 13271 46952 34800 6013 0.418424 0.32204 0 0.0464026 0.974249 0 0 0 0 0 0 
852000 34903 10692 12792 45923 34104 5500 0.422598 0.305521 0 0.048906 0.974798 0 0 0 0 0 0 
853000 30866 10918 12647 44863 29562 6103 0.387602 0.361266 0 0.0550598 0.974389 0 0 0 0 0 0 
854000 29979 13045 14186 48529 31548 6444 0.374754 0.391631 0 0.0557634 0.973243 0 0 0 0 0 0 
855000 29805 13274 14879 53641 30189 7226 0.37247 0.412064 0 0.0550065 0.974048 0 0 0 0 0 0 
856000 29761 12387 13809 48456 29973 5656 0.368517 0.402131 0 0.0539752 0.974413 0 0 0 0 0 0 
857000 24571 12762 13844 52301 24326 6259 0.355136 0.4282 0 0.0556242 0.972949 0 0 0 0 0 0 
858000 30500 11184 13489 48690 32210 5001 0.386943 0.361277 0 0.0528988 0.971568 0 0 0 0 0 0 
859000 29255 11704 13258 48339 30442 5447 0.394907 0.368212 0 0.0506665 0.970973 0 0 0 0 0 0 
860000 34429 11106 12489 45434 33905 5556 0.409945 0.314198 0 0.0537988 0.970158 0 0 0 0 0 0 
861000 36201 10542 11104 38661 35684 5184 0.418995 0.296226 0 0.0570729 0.971231 0 0 0 0 0 0 
862000 33811 10207 11772 41075 35603 6471 0.433919 0.307121 0 0.0552867 0.97221 0 0 0 0 0 0 
863000 26628 10132 11635 42454 35130 5968 0.400932 0.346135 0 0.0595352 0.970715 0 0 0 0 0 0 
864000 28427 9972 10762 38011 36045 5367 0.425293 0.336265 0 0.0589351 0.970346 0 0 0 0 0 0 
865000 39585 9984 10673 37585 35095 5855 0.447057 0.261586 0 0.0631718 0.968645 0 0 0 0 0 0 
866000 31548 10589 11774 40129 34975 5560 0.409495 0.324084 0 0.0613836 0.966901 0 0 0 0 0 0 
867000 42559 10423 11980 37884 38845 5738 0.450685 0.266605 0 0.0608878 0.967862 0 0 0 0 0 0 
868000 31911 9962 11145 36853 35085 6215 0.423424 0.303725 0 0.0578982 0.968832 0 0 0 0 0 0 
869000 32229 9583 11137 38719 36443 5763 0.430653 0.294996 0 0.0569058 0.968782 0 0 0 0 0 0 
870000 38136 8512 10566 34307 46044 5434 0.44101 0.25723 0 0.0524057 0.970732 0 0 0 0 0 0 
871000 41132 7710 8839 29901 46433 4211 0.4699 0.207746 0 0.0524288 0.968301 0 0 0 0 0 0 
872000 37159 7972 8837 32018 38234 3973 0.446779 0.228254 0 0.0540098 0.970388 0 0 0 0 0 0 
873000 39690 7638 8926 31024 45710 4348 0.467579 0.214433 0 0.0556162 0.971066 0 0 0 0 0 0 
874000 35103 7133 7920 27754 40668 4026 0.454696 0.226706 0 0.0512259 0.971661 0 0 0 0 0 0 
875000 37397 8937 10409 36005 38390 4317 0.430367 0.26309 0 0.0520255 0.969464 0 0 0 0 0 0 
876000 34964 9080 10366 38232 37137 4856 0.429253 0.265829 0 0.0488532 0.966157 0 0 0 0 0 0 
877000 37832 9811 10828 37274 41205 3981 0.418156 0.269411 0 0.0471154 0.967732 0 0 0 0 0 0 
878000 26276 10273 10826 41357 31682 5133 0.376372 0.363873 0 0.0473762 0.967836 0 0 0 0 0 0 
879000 31367 11716 12754 45670 31807 5284 0.376554 0.354162 0 0.0501094 0.9662 0 0 0 0 0 0 
880000 33233 11372 12117 41955 32195 4844 0.390202 0.329626 0 0.0483198 0.966968 0 0 0 0 0 0 
881000 31373 11027 11966 43083 35528 4995 0.390413 0.319753 0 0.0496676 0.966881 0 0 0 0 0 0 
882000 34352 9418 10479 37549 35828 4753 0.41447 0.27518 0 0.0523385 0.967515 0 0 0 0 0 0 
883000 29532 10375 11494 41887 33697 4180 0.370617 0.334402 0 0.0540488 0.967852 0 0 0 0 0 0 
884000 37087 12140 12727 47643 30653 4701 0.396562 0.301868 0 0.0522202 0.967672 0 0 0 0 0 0 
885000 28266 12533 13266 48821 29627 5155 0.344572 0.382769 0 0.0525331 0.970145 0 0 0 0 0 0 
886000 26881 12645 13526 48390 26967 5666 0.337234 0.403008 0 0.0536445 0.97052 0 0 0 0 0 0 
887000 30889 14977 15599 56264 22365 6323 0.338606 0.412222 0 0.055509 0.970455 0 0 0 0 0 0 
888000 24747 16190 17210 60804 21636 6775 0.295494 0.493543 0 0.0565126 0.969999 0 0 0 0 0 0 
889000 29593 16087 16538 59457 22699 6500 0.337206 0.422034 0 0.0571391 0.969768 0 0 0 0 0 0 
890000 25222 15642 15620 56979 25285 6309 0.305067 0.458081 0 0.055463 0.969318 0 0 0 0 0 0 
891000 29425 13599 13895 50972 27853 6102 0.358688 0.380838 0 0.0522956 0.968565 0 0 0 0 0 0 
892000 28128 13517 13750 50380 29604 5894 0.35721 0.386911 0 0.055742 0.969292 0 0 0 0 0 0 
893000 39334 11726 12548 45931 33530 6300 0.417151 0.276632 0 0.0621226 0.967468 0 0 0 0 0 0 
894000 34755 12722 13664 46124 33676 6413 0.394065 0.323776 0 0.0554026 0.96707 0 0 0 0 0 0 
895000 36508 10518 11106 40503 32675 6294 0.425333 0.271765 0 0.0543613 0.966022 0 0 0 0 0 0 
896000 38116 11105 12152 43678 34243 5199 0.424823 0.276317 0 0.0598666 0.969592 0 0 0 0 0 0 
897000 30870 11177 11762 42403 28100 6090 0.392608 0.327763 0 0.0623157 0.969491 0 0 0 0 0 0 
898000 34110 11200 12656 44122 32261 5966 0.402751 0.321049 0 0.0615865 0.972105 0 0 0 0 0 0 
899000 27231 13093 13614 47915 27760 5914 0.357625 0.403836 0 0.0570966 0.971962 0 0 0 0 0 0 
900000 32314 12788 13759 50481 31949 6410 0.392766 0.348118 0 0.0579257 0.972249 0 0 0 0 0 0 
901000 35116 12342 13867 46768 35273 6750 0.409714 0.33032 0 0.0567639 0.972041 0 0 0 0 0 0 
902000 30451 12958 13945 49951 31734 7515 0.385497 0.371351 0 0.0566679 0.971175 0 0 0 0 0 0 
903000 32688 10667 11454 40774 36817 5647 0.423473 0.304283 0 0.0552755 0.971567 0 0 0 0 0 0 
904000 30319 11159 12191 44037 32305 5434 0.397176 0.347153 0 0.0548824 0.974 0 0 0 0 0 0 
905000 32004 11853 12141 42561 35934 5352 0.399492 0.342394 0 0.0561562 0.973623 0 0 0 0 0 0 
906000 31050 14124 14228 50651 28698 5998 0.372426 0.385082 0 0.0578316 0.972794 0 0 0 0 0 0 
907000 31671 15526 16747 58543 25351 6965 0.368176 0.398758 0 0.0595 0.972757 0 0 0 0 0 0 
908000 28074 14146 14771 52211 23798 6006 0.359314 0.410288 0 0.0570942 0.971863 0 0 0 0 0 0 
909000 31334 14267 14949 57077 26507 6199 0.382858 0.379514 0 0.05853 0.971748 0 0 0 0 0 0 
910000 34844 13066 14220 49292 30495 6190 0.409858 0.337315 0 0.0575231 0.970285 0 0 0 0 0 0 
911000 37154 12087 13211 46535 36307 6239 0.426455 0.306123 0 0.0523553 0.970661 0 0 0 0 0 0 
912000 27456 13276 13414 47531 31598 6671 0.372416 0.39958 0 0.054403 0.970629 0 0 0 0 0 0 
913000 32560 13289 13881 48018 28482 6287 0.392336 0.355649 0 0.0555636 0.97118 0 0 0 0 0 0 
914000 31882 14593 15053 51543 24354 7853 0.367066 0.404331 0 0.0580164 0.969609 0 0 0 0 0 0 
915000 30032 14618 15255 52767 28219 7250 0.368348 0.402367 0 0.0609528 0.969217 0 0 0 0 0 0 
916000 23968 13782 14776 54808 22788 8578 0.340092 0.445446 0 0.0602933 0.97011 0 0 0 0 0 0 
917000 35918 12164 13960 47979 34137 7267 0.410104 0.327825 0 0.0614006 0.968784 0 0 0 0 0 0 
918000 31451 14108 15130 51220 31328 8035 0.385001 0.38806 0 0.0615167 0.968278 0 0 0 0 0 0 
919000 32595 12004 13553 48150 28801 7265 0.406011 0.350549 0 0.0572999 0.965256 0 0 0 0 0 0 
920000 28343 12283 13467 48057 30273 7584 0.383352 0.384563 0 0.0577459 0.965862 0 0 0 0 0 0 
921000 34856 11710 13382 46049 34404 6641 0.410861 0.33093 0 0.0547726 0.967323 0 0 0 0 0 0 
922000 27482 12907 13978 49400 29673 6853 0.367805 0.401167 0 0.0546314 0.9652 0 0 0 0 0 0 
923000 37204 11714 12510 42122 29805 5167 0.407209 0.313525 0 0.0518733 0.965293 0 0 0 0 0 0 
924000 31137 12040 12975 46341 28483 5669 0.394419 0.337529 0 0.0559622 0.962791 0 0 0 0 0 0 
925000 28943 11400 12483 43125 29081 5108 0.384064 0.367382 0 0.0539758 0.961489 0 0 0 0 0 0 
926000 25134 13065 13950 48685 30253 5740 0.354372 0.421502 0 0.0509431 0.962524 0 0 0 0 0 0 
927000 28225 12730 13545 48523 28966 5519 0.369675 0.398362 0 0.0483924 0.96294 0 0 0 0 0 0 
928000 28142 12072 13298 50417 27310 5204 0.385586 0.374402 0 0.0461904 0.962812 0 0 0 0 0 0 
929000 34131 12267 13360 49067 29470 5580 0.399363 0.339381 0 0.0441255 0.964474 0 0 0 0 0 0 
930000 28839 12561 13032 45718 28440 5588 0.368865 0.381171 0 0.0433688 0.966775 0 0 0 0 0 0 
931000 32453 13340 13959 51805 29470 5245 0.37761 0.36468 0 0.0442552 0.966674 0 0 0 0 0 0 
932000 25437 13009 14176 54784 28443 5285 0.344557 0.412197 0 0.0450093 0.966072 0 0 0 0 0 0 
933000 32272 14237 15891 53118 30713 4727 0.363762 0.397061 0 0.0445089 0.965991 0 0 0 0 0 0 
934000 28800 13159 14707 55225 24748 5801 0.36843 0.38657 0 0.0441396 0.967601 0 0 0 0 0 0 
935000 36542 13193 13975 50448 30287 5284 0.388186 0.33553 0 0.0398173 0.967549 0 0 0 0 0 0 
936000 25921 13713 14524 53432 22248 5763 0.336844 0.439565 0 0.0405786 0.967814 0 0 0 0 0 0 
937000 29720 13096 14536 53083 27853 5032 0.36651 0.383677 0 0.0405762 0.96634 0 0 0 0 0 0 
938000 34781 15226 16519 57013 30442 5332 0.369188 0.385948 0 0.0387254 0.966355 0 0 0 0 0 0 
939000 28687 13500 14393 55038 23755 5626 0.360492 0.395733 0 0.0394009 0.966793 0 0 0 0 0 0 
940000 34407 11977 13832 48903 29226 5085 0.394327 0.339458 0 0.0413256 0.967731 0 0 0 0 0 0 
941000 30872 13294 14188 53481 24997 5570 0.3783 0.370108 0 0.0404252 0.969205 0 0 0 0 0 0 
942000 28976 13609 14822 55443 25208 6034 0.356508 0.405876 0 0.0384985 0.968501 0 0 0 0 0 0 
943000 31398 11734 13461 48640 30967 4850 0.398177 0.359951 0 0.0410183 0.968331 0 0 0 0 0 0 
944000 29380 11009 12868 50322 27501 4894 0.397053 0.353941 0 0.0373654 0.968103 0 0 0 0 0 0 
945000 32105 11600 13635 47449 31383 5032 0.395305 0.345337 0 0.0357019 0.96837 0 0 0 0 0 0 
946000 33070 11501 14085 47807 29445 5007 0.395711 0.340365 0 0.0386503 0.967162 0 0 0 0 0 0 
947000 28859 11983 13866 48394 30528 5773 0.372052 0.374594 0 0.03904 0.966408 0 0 0 0 0 0 
948000 32058 11185 12740 45967 33567 4845 0.402184 0.324275 0 0.0416146 0.965919 0 0 0 0 0 0 
949000 32248 11826 12951 45403 36433 5491 0.389911 0.341841 0 0.0433954 0.967248 0 0 0 0 0 0 
950000 30548 11947 13041 46992 31348 4874 0.387396 0.355032 0 0.041118 0.969067 0 0 0 0 0 0 
951000 30376 11026 11695 42798 28650 4660 0.404096 0.333785 0 0.0466664 0.970153 0 0 0 0 0 0 
952000 33556 10546 11999 41765 34177 5335 0.43696 0.305259 0 0.0459964 0.968167 0 0 0 0 0 0 
953000 37197 10772 12955 41034 39107 5382 0.43603 0.304368 0 0.0501918 0.968193 0 0 0 0 0 0 
954000 30862 11472 12708 45941 34657 5780 0.395394 0.340562 0 0.0520611 0.968033 0 0 0 0 0 0 
955000 29955 12363 13461 45774 28486 5516 0.365941 0.377745 0 0.0524382 0.965822 0 0 0 0 0 0 
956000 29383 12845 14126 49669 30324 6152 0.363552 0.393634 0 0.0567647 0.968141 0 0 0 0 0 0 
957000 31214 13600 13989 50677 29391 7218 0.393188 0.369236 0 0.0597486 0.969028 0 0 0 0 0 0 
958000 28694 12945 14412 51620 27061 6918 0.399375 0.385612 0 0.0579305 0.968821 0 0 0 0 0 0 
959000 35097 13103 14234 47894 33462 5525 0.416396 0.346183 0 0.0617684 0.970529 0 0 0 0 0 0 
960000 26822 13319 14128 51337 25963 5518 0.351585 0.415831 0 0.0576931 0.969404 0 0 0 0 0 0 
961000 36406 13476 14315 49699 31464 4836 0.402666 0.327861 0 0.0560857 0.969821 0 0 0 0 0 0 
962000 34047 12165 13412 46982 33791 4784 0.400134 0.335916 0 0.0518068 0.968184 0 0 0 0 0 0 
963000 29021 12702 13216 44856 32603 5000 0.357137 0.39112 0 0.0536581 0.969111 0 0 0 0 0 0 
964000 29161 13251 13724 49503 30851 5144 0.366695 0.383961 0 0.0537146 0.968793 0 0 0 0 0 0 
965000 36781 11873 12743 43719 33003 5201 0.403685 0.306052 0 0.0550763 0.968303 0 0 0 0 0 0 
966000 30766 12897 12958 46958 34218 6684 0.371129 0.354138 0 0.0558092 0.967804 0 0 0 0 0 0 
967000 33885 11822 12179 42402 33598 6179 0.392778 0.317007 0 0.0640183 0.968948 0 0 0 0 0 0 
968000 35688 11624 12302 41145 38573 6580 0.405489 0.289331 0 0.0624474 0.969313 0 0 0 0 0 0 
969000 31467 13253 13301 45071 33020 6588 0.357684 0.363029 0 0.0606416 0.967978 0 0 0 0 0 0 
970000 31523 14164 13382 47144 29480 6610 0.353776 0.367019 0 0.0635096 0.966051 0 0 0 0 0 0 
971000 29145 14311 14663 51379 30310 7787 0.334324 0.407535 0 0.0619507 0.962742 0 0 0 0 0 0 
972000 29382 13588 14361 51410 28273 7549 0.349788 0.387318 0 0.0660321 0.960488 0 0 0 0 0 0 
973000 26469 16364 16948 58174 22325 8287 0.310979 0.462297 0 0.06519 0.960729 0 0 0 0 0 0 
974000 31843 14517 15707 52683 27044 8432 0.352413 0.398696 0 0.0641577 0.962539 0 0 0 0 0 0 
975000 26739 12838 13469 50224 26456 7516 0.350409 0.399409 0 0.0591502 0.960965 0 0 0 0 0 0 
976000 29343 12979 13479 46802 27009 6321 0.365473 0.382397 0 0.0575182 0.96598 0 0 0 0 0 0 
977000 23545 12039 12171 45376 26759 5441 0.349659 0.403794 0 0.0560348 0.966082 0 0 0 0 0 0 
978000 30517 12157 13594 48044 34184 5335 0.370062 0.36301 0 0.0507854 0.965162 0 0 0 0 0 0 
979000 31826 11747 12322 44162 32860 4905 0.385219 0.34473 0 0.0502951 0.964476 0 0 0 0 0 0 
980000 29103 12019 13165 47575 32485 4962 0.376503 0.36575 0 0.0516493 0.963294 0 0 0 0 0 0 
981000 39317 11699 13185 48053 27423 4505 0.417084 0.292011 0 0.0511698 0.963053 0 0 0 0 0 0 
982000 32818 10407 12568 42196 34444 4900 0.411784 0.303307 0 0.0522389 0.95915 0 0 0 0 0 0 
983000 36435 9519 10646 37211 37195 5183 0.43277 0.269224 0 0.0545914 0.959246 0 0 0 0 0 0 
984000 30966 9874 10721 37317 34577 4746 0.420467 0.299989 0 0.0503638 0.962291 0 0 0 0 0 0 
985000 31649 11007 12181 41627 32032 5848 0.397085 0.337854 0 0.0524393 0.961412 0 0 0 0 0 0 
986000 30019 9480 11077 39549 35802 6216 0.416847 0.304962 0 0.0517975 0.962106 0 0 0 0 0 0 
987000 33418 10575 11040 39741 34245 5645 0.410165 0.302644 0 0.0537097 0.962764 0 0 0 0 0 0 
988000 26730 9864 11186 40929 32809 6153 0.395336 0.346138 0 0.056732 0.967287 0 0 0 0 0 0 
989000 32017 10981 12545 43117 34670 6046 0.401229 0.331497 0 0.0566577 0.964767 0 0 0 0 0 0 
990000 27577 13129 13919 51700 24687 6410 0.371013 0.392694 0 0.0543958 0.966918 0 0 0 0 0 0 
991000 37509 12193 14170 47136 30618 5378 0.414345 0.316398 0 0.0559796 0.96852 0 0 0 0 0 0 
992000 29908 12242 12505 45081 31491 5556 0.394765 0.354845 0 0.0531797 0.970758 0 0 0 0 0 0 
993000 31730 13043 13590 48445 31648 7119 0.383475 0.370221 0 0.0516993 0.972737 0 0 0 0 0 0 
994000 32808 11368 12308 44919 29347 5931 0.409508 0.329231 0 0.0502575 0.973098 0 0 0 0 0 0 
995000 38756 11266 12591 45099 33672 5371 0.436567 0.292252 0 0.0481885 0.972857 0 0 0 0 0 0 
996000 31267 12044 13290 47064 30470 5024 0.399545 0.358576 0 0.0498043 0.969992 0 0 0 0 0 0 
997000 32192 13515 14604 51935 27567 6600 0.388225 0.383593 0 0.0452755 0.968767 0 0 0 0 0 0 
998000 27561 12312 13869 51629 26289 6954 0.391747 0.39771 0 0.0469382 0.969649 0 0 0 0 0 0 
999000 35450 10264 12600 45437 33573 6029 0.435893 0.295059 0 0.0465749 0.967319 0 0 0 0 0 0 
1000000 31740 10673 12546 42897 32980 5450 0.421682 0.341771 0 0.0440183 0.967262 0 0 0 0 0 0 
1001000 30108 11829 13409 48848 33042 6191 0.401381 0.363072 0 0.0455199 0.966665 0 0 0 0 0 0 
1002000 33359 10453 11970 42963 34513 5542 0.414223 0.314309 0 0.0454075 0.96997 0 0 0 0 0 0 
1003000 30682 12553 13467 45999 30749 5360 0.408304 0.372307 0 0.0425607 0.968731 0 0 0 0 0 0 
1004000 32486 12938 13927 51568 30512 5298 0.411887 0.358741 0 0.0442453 0.967502 0 0 0 0 0 0 
1005000 35765 12054 13960 48373 28724 6072 0.401455 0.333015 0 0.0429028 0.966893 0 0 0 0 0 0 
1006000 34901 11353 13439 47062 30251 5454 0.420987 0.318608 0 0.041107 0.969023 0 0 0 0 0 0 
1007000 36031 11639 13472 45694 32509 5384 0.413676 0.316761 0 0.0404612 0.970321 0 0 0 0 0 0 
1008000 31156 12764 14456 49377 33051 6130 0.393063 0.373916 0 0.042805 0.971664 0 0 0 0 0 0 
1009000 25150 11491 12555 48073 26392 5794 0.384711 0.39183 0 0.0390957 0.972031 0 0 0 0 0 0 
1010000 30756 11318 13116 47278 33269 4415 0.420634 0.339361 0 0.0359415 0.971835 0 0 0 0 0 0 
1011000 33550 11211 12871 46574 37665 4854 0.426442 0.318064 0 0.0354363 0.971672 0 0 0 0 0 0 
1012000 35467 9794 11519 39889 36671 4557 0.455101 0.284968 0 0.0388089 0.970582 0 0 0 0 0 0 
1013000 29900 12146 13596 47913 30879 4506 0.399622 0.377278 0 0.0401728 0.969797 0 0 0 0 0 0 
1014000 31094 12683 13680 51068 29558 5142 0.39949 0.362053 0 0.0424662 0.969383 0 0 0 0 0 0 
1015000 28415 12242 13270 51841 28695 4995 0.395947 0.363045 0 0.0421183 0.969669 0 0 0 0 0 0 
1016000 34128 12413 14163 48740 30489 5411 0.398631 0.347757 0 0.0434933 0.970527 0 0 0 0 0 0 
1017000 29091 13020 14807 54815 27974 5600 0.375068 0.393162 0 0.0420586 0.968055 0 0 0 0 0 0 
1018000 34291 13276 15595 53740 27712 6396 0.403737 0.351823 0 0.0454538 0.966225 0 0 0 0 0 0 
1019000 32741 13869 14991 53855 29517 5398 0.394427 0.363198 0 0.0448793 0.963333 0 0 0 0 0 0 
1020000 32255 14492 15670 54420 27027 6089 0.388142 0.381266 0 0.0467694 0.96223 0 0 0 0 0 0 
1021000 37923 11041 12933 44152 33838 5070 0.440344 0.289249 0 0.0495043 0.962518 0 0 0 0 0 0 
1022000 24552 13747 14120 48410 29128 6483 0.359017 0.431856 0 0.0487401 0.965208 0 0 0 0 0 0 
1023000 29806 15705 16476 58850 25284 6386 0.365362 0.417708 0 0.0496283 0.965378 0 0 0 0 0 0 
1024000 29882 15555 15922 57075 25503 5371 0.38007 0.404818 0 0.0478532 0.963403 0 0 0 0 0 0 
1025000 26908 13091 13708 52345 25689 4719 0.377513 0.3911 0 0.0457503 0.961904 0 0 0 0 0 0 
1026000 33752 14141 14887 51301 31680 3837 0.39762 0.374112 0 0.0442431 0.960426 0 0 0 0 0 0 
1027000 30738 15541 16065 58946 25466 5052 0.373629 0.412271 0 0.0473613 0.965224 0 0 0 0 0 0 
1028000 32149 14628 15481 55515 25280 5683 0.394825 0.379263 0 0.0466106 0.964635 0 0 0 0 0 0 
1029000 31155 12945 13904 50671 28768 5122 0.420812 0.354688 0 0.0440588 0.963357 0 0 0 0 0 0 
1030000 31501 11585 12721 45657 32044 5068 0.425533 0.334524 0 0.046396 0.964072 0 0 0 0 0 0 
1031000 31566 11242 12769 44182 31785 5113 0.407548 0.346748 0 0.0484983 0.96534 0 0 0 0 0 0 
1032000 27682 10727 11830 43276 35750 5951 0.392863 0.364432 0 0.0501075 0.965129 0 0 0 0 0 0 
1033000 43227 10863 12557 43995 36168 4903 0.458535 0.262165 0 0.0543756 0.967525 0 0 0 0 0 0 
1034000 36638 11925 13554 45986 34592 5565 0.410986 0.319866 0 0.0533636 0.967073 0 0 0 0 0 0 
1035000 33461 12233 13025 47246 29847 5827 0.391255 0.335619 0 0.0534191 0.967719 0 0 0 0 0 0 
1036000 35414 13754 14041 48884 30674 6660 0.393257 0.336554 0 0.0547933 0.966822 0 0 0 0 0 0 
1037000 32146 12883 13414 49139 30310 6140 0.400459 0.334692 0 0.0506926 0.96424 0 0 0 0 0 0 
1038000 27350 11485 12821 48260 29948 5460 0.381413 0.367052 0 0.0487205 0.967192 0 0 0 0 0 0 
1039000 29837 11523 12822 47670 25455 5475 0.39203 0.349038 0 0.0491138 0.96447 0 0 0 0 0 0 
